Target Word,AI Prediction_Cosine,Hybrid Prediction_Cosine,Rule-Based Prediction,AI Prediction_Euclidean,Hybrid Prediction_Euclidean,Entropy Prediction,Steps
KABUL,KABUL,KABUL,KABUL,KABUL,KABUL,KABUL,4
KABUL,KABUL,KABUL,KABUL,KABUL,KABUL,KABUL,5
NOKTA,MİZAH,MİZAH,MİZAH,MİZAH,MİZAH,MİZAH,1
NOKTA,KARIA,ÇAKIR,ATLET,KARIA,KARIŞ,KARIN,1
NOKTA,AOKÇA,ALKOL,KOTRA,AOKKA,VOTKA,AKONT,2
NOKTA,TOKÇA,NOKTA,NOKTA,TOKTA,NOKTA,NOKTA,3
NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,4
NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,NOKTA,5
KİTAP,ZİKİR,ZİKİR,ZİKİR,ZİKİR,ZİKİR,ZİKİR,1
KİTAP,KİLEK,ÇİLEK,KİMYA,KİLEK,ÇİLEK,FİSKE,1
KİTAP,KİSAA,ŞİŞKO,KİTAP,KİSAA,KİMYA,KİMYA,2
KİTAP,KİSAN,KİTAP,KİTAP,KİYAN,KİFAF,KİTAP,3
KİTAP,KİTAP,KİTAP,KİTAP,KİTAN,KİTAP,KİTAP,4
KİTAP,KİTAP,KİTAP,KİTAP,KİTAP,KİTAP,KİTAP,5
ÜZERE,ŞERİR,ŞERİR,ŞERİR,ŞERİR,ŞERİR,ŞERİR,1
ÜZERE,EREEE,ÜREME,BRÖVE,EREEE,ÜREME,KREMA,1
ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,OBERJ,2
ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,3
ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,4
ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,ÜZERE,5
BİLGİ,YETKİ,YETKİ,YETKİ,YETKİ,YETKİ,YETKİ,1
BİLGİ,AİRLİ,İLAHİ,ARAZİ,AİRLİ,BİRLİ,DİNLİ,1
BİLGİ,DİLLİ,DİLLİ,ÇİNLİ,BİLGİ,BİLGİ,BİLGİ,2
BİLGİ,DİLGİ,BİLGİ,FİLSİ,BİLGİ,BİLGİ,BİLGİ,3
BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,4
BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,BİLGİ,5
YAŞAM,ÇENET,ÇENET,ÇENET,ÇENET,ÇENET,ÇENET,1
YAŞAM,KARAA,ARAKA,SIĞLA,KARAA,KARAF,MALİK,1
YAŞAM,SALAL,HALAY,MAŞUK,SALAL,SALAH,SAMBA,2
YAŞAM,YAYAY,YAVAŞ,YAŞAM,MAMAŞ,MADAM,HAHAM,3
YAŞAM,YAŞAM,YAŞAM,YAŞAM,BADAM,YAŞAM,YAŞAM,4
YAŞAM,YAŞAM,YAŞAM,YAŞAM,YAŞAM,YAŞAM,YAŞAM,5
KARAR,SOKUR,SOKUR,SOKUR,SOKUR,SOKUR,SOKUR,1
KARAR,KAMAR,KARAR,KADİR,KAMAR,KAŞAR,KİBAR,1
KARAR,KARAR,KARAR,KAYAR,KAMAR,KADAR,KARAR,2
KARAR,KARAR,KARAR,KAÇAR,KATAR,KATAR,KARAR,3
KARAR,KARAR,KARAR,KATAR,KAÇAR,KAÇAR,KARAR,4
KARAR,KARAR,KARAR,KARAR,KAÇAR,KAYAR,KARAR,5
ŞÖYLE,ÇEKEM,ÇEKEM,ÇEKEM,ÇEKEM,ÇEKEM,ÇEKEM,1
ŞÖYLE,EAELE,RÖFLE,ŞİFRE,EAELE,RUBLE,İBARE,1
ŞÖYLE,GÖNLE,BÖYLE,ŞÜPHE,GİİLE,GAİLE,GÜNDE,2
ŞÖYLE,GÖYLE,ŞÖYLE,ŞÖYLE,GÜNLE,HÜLLE,HUSYE,3
ŞÖYLE,ŞÖYLE,ŞÖYLE,ŞÖYLE,GÖNLE,ŞÖYLE,ŞÖYLE,4
ŞÖYLE,ŞÖYLE,ŞÖYLE,ŞÖYLE,ŞÖYLE,ŞÖYLE,ŞÖYLE,5
ÇIKAR,TELEM,TELEM,TELEM,TELEM,TELEM,TELEM,1
ÇIKAR,KARAK,KADÜK,NAŞAD,KARAK,KURAK,KARIN,1
ÇIKAR,AKKAA,AKPAS,ÇORAK,AAKAR,SAKAR,ÇIKAR,2
ÇIKAR,İİKAR,İNKAR,ÇIKAR,İİKAR,İNKAR,ÇIKAR,3
ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,4
ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,ÇIKAR,5
FAKAT,KIYAK,KIYAK,KIYAK,KIYAK,KIYAK,KIYAK,1
FAKAT,AAKAR,AKTAR,İLKAH,AAKAR,AKTAR,RAKAM,1
FAKAT,TAKAT,TAKAT,SAKAT,TAKAT,TAKAT,TAKAS,2
FAKAT,MAKAT,MAKAT,FAKAT,MAKAT,MAKAT,FAKAT,3
FAKAT,SAKAT,SAKAT,FAKAT,SAKAT,SAKAT,FAKAT,4
FAKAT,TAKAT,FAKAT,FAKAT,TAKAT,FAKAT,FAKAT,5
BİRAZ,LADES,LADES,LADES,LADES,LADES,LADES,1
BİRAZ,AORAA,ORAYA,MİYAV,AORAA,FORZA,TORAK,1
BİRAZ,AİRAR,FİRAK,ŞİKAR,AİRAZ,KİRAZ,İFRAZ,2
BİRAZ,MİRAN,VİRAN,TİRAT,MİRAZ,BİRAZ,BİRAZ,3
BİRAZ,TİRAT,TİRAT,ZİRAİ,BİRAZ,BİRAZ,BİRAZ,4
BİRAZ,MİRAJ,MİRAÇ,BİRAZ,BİRAZ,BİRAZ,BİRAZ,5
DİĞER,YAKUT,YAKUT,YAKUT,YAKUT,YAKUT,YAKUT,1
DİĞER,SEREE,SEHER,DÜZME,SEREE,SEREN,SERİN,1
DİĞER,GİLER,LİGER,DEVRİ,DİMER,DİĞER,LİBRE,2
DİĞER,DİZER,ÇİZER,DİREN,DİĞER,DİĞER,DİĞER,3
DİĞER,DİNER,BİNER,DİĞER,DİĞER,DİĞER,DİĞER,4
DİĞER,DİĞER,DİĞER,DİĞER,DİĞER,DİĞER,DİĞER,5
İFADE,GİTAR,GİTAR,GİTAR,GİTAR,GİTAR,GİTAR,1
İFADE,AAAİİ,FACİA,VAHŞİ,AAAİİ,ADALİ,NAKLİ,1
İFADE,AFANE,AFONİ,İNANÇ,İDADE,İFADE,İZAFE,2
İFADE,İFAFE,İFADE,İZABE,İDADE,İFADE,İFADE,3
İFADE,İDADE,İFADE,İDAME,İDADE,İFADE,İFADE,4
İFADE,İDADE,İFADE,İFADE,İDADE,İFADE,İFADE,5
GELİŞ,MUMLU,MUMLU,MUMLU,MUMLU,MUMLU,MUMLU,1
GELİŞ,AALAL,LAGAR,DALAN,AALAL,YALAN,TALİK,1
GELİŞ,GELEK,BELGE,ŞİLTE,KELEK,KELEK,SİLİŞ,2
GELİŞ,GELİN,GELİN,GELİŞ,SELİİ,SELİS,GELİŞ,3
GELİŞ,GELİŞ,GELİŞ,GELİŞ,BELİT,BELİT,GELİŞ,4
GELİŞ,GELİŞ,GELİŞ,GELİŞ,GELİR,GELİR,GELİŞ,5
KOLAY,ÜRYAN,ÜRYAN,ÜRYAN,ÜRYAN,ÜRYAN,ÜRYAN,1
KOLAY,YALAK,AYLAK,KOBAY,YALAK,YALAK,YALAK,1
KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,2
KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,3
KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,4
KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,KOLAY,5
ŞİMDİ,FARİL,FARİL,FARİL,FARİL,FARİL,FARİL,1
ŞİMDİ,SİNEİ,SİNSİ,GİYSİ,SİNEİ,SİNSİ,SİNME,1
ŞİMDİ,DİTKİ,PİŞTİ,ZİHNİ,DİTKİ,BİTKİ,MİTOZ,2
ŞİMDİ,ÇİŞKİ,ŞİMDİ,DİŞÇİ,DİZCİ,DİZGİ,ŞİMDİ,3
ŞİMDİ,ŞİMŞİ,ŞİMDİ,ŞİMDİ,CİDDİ,CİDDİ,ŞİMDİ,4
ŞİMDİ,ŞİMDİ,ŞİMDİ,ŞİMDİ,CİMDİ,ŞİMDİ,ŞİMDİ,5
KİMSE,SÜTLÜ,SÜTLÜ,SÜTLÜ,SÜTLÜ,SÜTLÜ,SÜTLÜ,1
KİMSE,KASAS,BASAK,AVANS,KASAS,KASİS,MESAİ,1
KİMSE,KEKSS,KODES,MESİH,KİİSS,KİMSE,İSMEN,2
KİMSE,KERSE,KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,3
KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,4
KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,KİMSE,5
GENEL,ŞORCA,ŞORCA,ŞORCA,ŞORCA,ŞORCA,ŞORCA,1
GENEL,SELEK,ESLEK,KUZİN,SELEK,SELEK,MELİK,1
GENEL,TEMEL,TEMEL,DÖNEM,TEMEL,TEMEL,LEHÇE,2
GENEL,GEZEL,GENEL,SENET,GEZEL,GENEL,BEDEL,3
GENEL,GENEL,GENEL,GENEL,GENEL,GENEL,GENEL,4
GENEL,GENEL,GENEL,GENEL,GENEL,GENEL,GENEL,5
İLERİ,KETEN,KETEN,KETEN,KETEN,KETEN,KETEN,1
İLERİ,EAEME,MUARE,ÇÖZME,EAEME,GÖÇME,MAİLE,1
İLERİ,ÜZERİ,ÜZERİ,AYEVİ,ELEAİ,ALEVİ,EVCİL,2
İLERİ,İÇERİ,İÇERİ,OJELİ,ELEJİ,İLERİ,İLERİ,3
İLERİ,İÇERİ,İLERİ,İLERİ,İLERİ,İLERİ,İLERİ,4
İLERİ,İLERİ,İLERİ,İLERİ,İLERİ,İLERİ,İLERİ,5
BİÇİM,TAHRA,TAHRA,TAHRA,TAHRA,TAHRA,TAHRA,1
BİÇİM,KELEK,KELEK,KIZIŞ,KELEK,KELEK,MELİK,1
BİÇİM,SİNİN,DİZİN,MOUSE,SİNİN,SİFİN,DİZİM,2
BİÇİM,SİZİM,MİSİS,ÖLÇÜM,DİZİM,DİZİM,CİCİM,3
BİÇİM,DİDİM,GİYİM,BİÇİM,DİDİM,CİCİM,GİYİM,4
BİÇİM,DİDİM,BİÇİM,BİÇİM,DİYİM,YİYİM,BİÇİM,5
HEPSİ,BAĞIM,BAĞIM,BAĞIM,BAĞIM,BAĞIM,BAĞIM,1
HEPSİ,KELEK,KELEK,ÇEVRE,KELEK,KELEK,SERİK,1
HEPSİ,TERİİ,FETİH,TESTİ,TERİİ,TERFİ,TEPSİ,2
HEPSİ,SERRİ,CEHRİ,NEFSİ,SENGİ,YENGİ,HEPSİ,3
HEPSİ,HESSİ,HEPSİ,SEKSİ,SESSİ,SESÇİ,HEPSİ,4
HEPSİ,HEPSİ,HEPSİ,HEPSİ,HESSİ,HEPSİ,HEPSİ,5
BELKİ,TOSYA,TOSYA,TOSYA,TOSYA,TOSYA,TOSYA,1
BELKİ,KELEE,ENEZE,KERİH,KELEE,KELEM,KERİM,1
BELKİ,KEREK,KÜREK,BEKÇİ,BELİK,BELİK,BEKÇİ,2
BELKİ,ÇEKİİ,ÇEKİŞ,BELKİ,BELKİ,BELKİ,BELKİ,3
BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,4
BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,BELKİ,5
GÜZEL,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,EŞSİZ,1
GÜZEL,ZEZEE,LERZE,DÜZEÇ,ZEZEE,NEZLE,MEZAR,1
GÜZEL,ÖZZEL,ÖZLEM,FÜZEN,GÜZEL,GÜZEL,YÜZDE,2
GÜZEL,GÜZEL,GÜZEL,YÜZEY,GÜZEL,GÜZEL,GÜZEL,3
GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,4
GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,GÜZEL,5
BÖLÜM,GÖNEN,GÖNEN,GÖNEN,GÖNEN,GÖNEN,GÖNEN,1
BÖLÜM,KÖKÜK,DÖKÜK,DÖŞLÜ,KÖKÜK,DÖKÜK,ÇÖKÜŞ,1
BÖLÜM,GÖLÜM,BÖLÜM,BÖLÜM,GÖLÜM,BÖLÜM,BÖĞÜR,2
BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,3
BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,4
BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,BÖLÜM,5
ÖRNEK,GÜDEK,GÜDEK,GÜDEK,GÜDEK,GÜDEK,GÜDEK,1
ÖRNEK,EELEK,FELEK,SEYEK,EELEK,ÇELEK,ELMEK,1
ÖRNEK,İİMEK,SİYEK,BİNEK,İİMEK,İTMEK,BİNEK,2
ÖRNEK,KÖMEK,ÖVMEK,HANEK,SÖREK,BÖREK,HANEK,3
ÖRNEK,ÖRÇEK,ÖĞREK,ÖRNEK,ÖRDEK,ÖRNEK,ÖRNEK,4
ÖRNEK,ÖRDEK,ÖRNEK,ÖRNEK,ÖRNEK,ÖRNEK,ÖRNEK,5
DÖNÜŞ,RÖTAR,RÖTAR,RÖTAR,RÖTAR,RÖTAR,RÖTAR,1
DÖNÜŞ,GÖNÜK,GÖNÜL,GÖDEŞ,GÖNÜK,GÖNÜL,ÇÖKÜM,1
DÖNÜŞ,DÖNÜK,DÖNÜK,DÖVÜŞ,DÖNÜK,DÖNÜK,SÖNÜŞ,2
DÖNÜŞ,DÖNÜM,DÖNÜM,DÖNÜŞ,DÖNÜM,DÖNÜM,DÖNÜŞ,3
DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,4
DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,DÖNÜŞ,5
PARÇA,BİTÜM,BİTÜM,BİTÜM,BİTÜM,BİTÜM,BİTÜM,1
PARÇA,KARAK,SAKAR,CEDEL,KARAK,SARAK,KARIN,1
PARÇA,BARDA,RANDA,YAŞÇA,BARDA,VARDA,DARAŞ,2
PARÇA,BARÇA,ÇARHA,HAKÇA,PARPA,PARPA,SARPA,3
PARÇA,YARÇA,PARÇA,SAFÇA,PARPA,PARÇA,PARÇA,4
PARÇA,PARÇA,PARÇA,PARÇA,PARPA,PARÇA,PARÇA,5
ŞEHİR,ÇELEK,ÇELEK,ÇELEK,ÇELEK,ÇELEK,ÇELEK,1
ŞEHİR,MERİİ,MERCİ,YETİM,MERİİ,MERCİ,TERİM,1
ŞEHİR,TESİR,TESİR,ZEHİR,TESİR,TESİR,NEZİR,2
ŞEHİR,NEHİR,NEHİR,ŞEHİR,NEHİR,NEHİR,CEVİR,3
ŞEHİR,ZEHİR,ZEHİR,ŞEHİR,ZEHİR,ZEHİR,SEDİR,4
ŞEHİR,ZEHİR,ŞEHİR,ŞEHİR,ZEHİR,ŞEHİR,ŞEHİR,5
ERKEK,KAİME,KAİME,KAİME,KAİME,KAİME,KAİME,1
ERKEK,EEKEK,ÇEKEK,ŞEKEL,EEKEK,ÇEKEK,SELEK,1
ERKEK,ERKEK,ERKEK,ERKEN,ERKEK,ERKEK,ERDEK,2
ERKEK,ERKEK,ERKEK,ERKEÇ,ERKEK,ERKEK,ERKEK,3
ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,4
ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,ERKEK,5
GÖREV,YETKE,YETKE,YETKE,YETKE,YETKE,YETKE,1
GÖREV,EALEN,BALEN,EDİNÇ,EALEN,BALEN,İMREN,1
GÖREV,GİRER,FUJER,HALEF,GİRER,GİDER,GÜREŞ,2
GÖREV,SÜREM,SÜREM,SÜMER,GÖREÇ,GÖREV,GÖREV,3
GÖREV,GİREY,GÖREV,GÖREV,GÖREÇ,GÖREV,GÖREV,4
GÖREV,GÖREY,GÖREV,GÖREV,GÖREÇ,GÖREV,GÖREV,5
AŞAĞI,ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,ÇAMAT,1
AŞAĞI,ARALA,AVARA,AVANE,ARALA,ARABA,ARABİ,1
AŞAĞI,ABALİ,ASABİ,ABAŞO,ABALİ,ADALİ,ANALI,2
AŞAĞI,ABALI,ADALE,AŞAĞI,ABACI,APACI,APACI,3
AŞAĞI,AKACI,AŞAĞI,AŞAĞI,ABACI,AŞAĞI,AŞAĞI,4
AŞAĞI,AŞAĞI,AŞAĞI,AŞAĞI,AŞAĞI,AŞAĞI,AŞAĞI,5
DEĞER,AFİŞE,AFİŞE,AFİŞE,AFİŞE,AFİŞE,AFİŞE,1
DEĞER,KELEN,KEVEN,EBLEH,KELEN,KEVEN,KELER,1
DEĞER,SELER,TELES,DEMET,SELER,DEĞER,SETER,2
DEĞER,GERER,DEĞER,DEĞEÇ,DEĞER,DEĞER,HEDER,3
DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,4
DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,DEĞER,5
BÖLGE,KUMUL,KUMUL,KUMUL,KUMUL,KUMUL,KUMUL,1
BÖLGE,SALAA,SALAR,LEYLİ,SALAA,SALAŞ,TEALİ,1
BÖLGE,BELEE,BELDE,ÜLSER,BELEE,BELDE,ÖLÇER,2
BÖLGE,BİLGE,BİLGE,EGLOG,BİLGE,BİLGE,BÖLGE,3
BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,4
BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,BÖLGE,5
TEMEL,HURMA,HURMA,HURMA,HURMA,HURMA,HURMA,1
TEMEL,KEMEM,EMMEK,İMLİK,KEMEM,KELEM,SELİM,1
TEMEL,SEMEN,SEMEN,GÜMÜL,MEMEL,MESEL,BEMOL,2
TEMEL,ÇEMEL,TEMEL,BEMOL,TEMEL,TEMEL,TEMEL,3
TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,4
TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,TEMEL,5
DENİZ,İŞSİZ,İŞSİZ,İŞSİZ,İŞSİZ,İŞSİZ,İŞSİZ,1
DENİZ,TERİZ,MARİZ,EFRİZ,TERİZ,TEMİZ,REMİZ,1
DENİZ,TELİZ,LEZİZ,ÇEYİZ,GERİZ,GERİZ,YEDİZ,2
DENİZ,TENİZ,CEVİZ,LEZİZ,BENİZ,BENİZ,DENİZ,3
DENİZ,TENİZ,BENİZ,TEMİZ,BENİZ,DENİZ,DENİZ,4
DENİZ,DENİZ,DENİZ,GENİZ,DENİZ,DENİZ,DENİZ,5
CEVAP,SULUK,SULUK,SULUK,SULUK,SULUK,SULUK,1
CEVAP,TARAA,DARCA,TÖVBE,TARAA,BARDA,TİRAN,1
CEVAP,CEMAN,CEMAN,GÜVEÇ,AİAAN,TİTAN,AYMAZ,2
CEVAP,CEVAT,CEVAP,CEVAZ,EEMAM,EYYAM,DEGAJ,3
CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,4
CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,CEVAP,5
SAVAŞ,ÇELME,ÇELME,ÇELME,ÇELME,ÇELME,ÇELME,1
SAVAŞ,KARAK,HAKAS,KAPAK,KARAK,KABAK,TARİK,1
SAVAŞ,SASAR,BASAR,NAZAR,TARAN,TARAŞ,SAYIN,2
SAVAŞ,SAVAN,SAVAN,HAYAT,SANAŞ,SAVAŞ,SAVAŞ,3
SAVAŞ,SAVAT,SAVAT,BABAİ,SAVAŞ,SAVAŞ,SAVAŞ,4
SAVAŞ,SAVAŞ,SAVAŞ,SAVAŞ,SAVAŞ,SAVAŞ,SAVAŞ,5
SÜREÇ,TANIŞ,TANIŞ,TANIŞ,TANIŞ,TANIŞ,TANIŞ,1
SÜREÇ,KELEE,ELEJİ,KUVVE,KELEE,KELEP,KERİM,1
SÜREÇ,GEREE,KURYE,ÇELLO,GİRER,GÖZER,SÜRFE,2
SÜREÇ,GEREM,GÖREV,GÖÇER,SİREM,SÜREM,SÜREÇ,3
SÜREÇ,SEREM,SÜREM,SÜREÇ,SÜREÇ,SÜREÇ,SÜREÇ,4
SÜREÇ,SÜREÇ,SÜREÇ,SÜREÇ,SÜREÇ,SÜREÇ,SÜREÇ,5
UYGUN,GUDDE,GUDDE,GUDDE,GUDDE,GUDDE,GUDDE,1
UYGUN,UOGUN,URGAN,OLGUN,UOGUN,URGAN,OLGUN,1
UYGUN,UÇGUN,UYGUN,UYGUN,UÇGUN,UYGUN,UYGUN,2
UYGUN,UÇGUN,UYGUN,UYGUN,UÇGUN,UYGUN,UYGUN,3
UYGUN,UÇGUN,UYGUN,UYGUN,UÇGUN,UYGUN,UYGUN,4
UYGUN,UYGUN,UYGUN,UYGUN,UYGUN,UYGUN,UYGUN,5
HABER,BİÇKİ,BİÇKİ,BİÇKİ,BİÇKİ,BİÇKİ,BİÇKİ,1
HABER,AABBA,RAYBA,TÖVBE,AABBA,GABYA,TABUR,1
HABER,SABUR,SABUR,ZEBUN,SABUR,SABUR,HABER,2
HABER,ZABER,HABER,AMBER,ZABER,HABER,HABER,3
HABER,HABER,HABER,HABER,HABER,HABER,HABER,4
HABER,HABER,HABER,HABER,HABER,HABER,HABER,5
ORTAM,İHSAN,İHSAN,İHSAN,İHSAN,İHSAN,İHSAN,1
ORTAM,KARAK,KABAK,AYYAŞ,KARAK,KABAK,TARAK,1
ORTAM,TERAR,RÖTAR,ÇOKAL,TERAR,FERAĞ,ORTAÇ,2
ORTAM,ORTAR,ORTAM,ORTAM,OUTAR,TUTAR,ORTAM,3
ORTAM,ORTAM,ORTAM,ORTAM,ORTAY,ORTAY,ORTAM,4
ORTAM,ORTAM,ORTAM,ORTAM,ORTAÇ,ORTAÇ,ORTAM,5
GÖRÜŞ,CÜBBE,CÜBBE,CÜBBE,CÜBBE,CÜBBE,CÜBBE,1
GÖRÜŞ,ÖÖKÜK,KÖPÜK,ÖRÜLÜ,ÖÖKÜK,DÖKÜK,ÖNLÜK,1
GÖRÜŞ,GÖNÜM,GÖRÜM,KÖRÜK,GÖNÜM,GÖRÜM,GÖÇÜŞ,2
GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜM,GÖRÜŞ,GÖRÜŞ,GÖMÜŞ,3
GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,4
GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,GÖRÜŞ,5
DUYGU,KEŞKE,KEŞKE,KEŞKE,KEŞKE,KEŞKE,KEŞKE,1
DUYGU,SARAA,ARABA,BANMA,SARAA,FARAD,SARAT,1
DUYGU,SİLİN,HİSLİ,DİPLİ,DİNİN,DİZİN,ZULÜM,2
DUYGU,GÜNUN,CÜNUN,DÜRZÜ,DÜLUÜ,DOLUM,BUDUN,3
DUYGU,TUTCU,DUTÇU,DUTÇU,DUYGU,DUYGU,DUYGU,4
DUYGU,DUYGU,DUYGU,DUYGU,DUYGU,DUYGU,DUYGU,5
BAĞLI,KADİT,KADİT,KADİT,KADİT,KADİT,KADİT,1
BAĞLI,SARAA,SARPA,SAMUR,SARAA,SARPA,SALAR,1
BAĞLI,MALII,HAŞIL,YALIZ,MALII,MALCI,ZANLI,2
BAĞLI,BALLI,BALLI,HAÇLI,BANLI,BAÇLI,ÇAYLI,3
BAĞLI,BAĞLI,BAĞLI,BAVLI,BAĞLI,BAĞLI,BAŞLI,4
BAĞLI,BAĞLI,BAĞLI,BAĞLI,BAĞLI,BAĞLI,BAĞLI,5
HAFTA,VELUR,VELUR,VELUR,VELUR,VELUR,VELUR,1
HAFTA,KANAK,KANKA,NADAN,KANAK,KAPAK,SAKİN,1
HAFTA,SAYMA,SAYMA,MAGMA,SANMA,SANMA,YATMA,2
HAFTA,TAYTA,TAFTA,KAYŞA,TAYTA,TAYCA,HAFTA,3
HAFTA,TAFTA,HAFTA,TAFTA,BATTA,BAŞTA,HAFTA,4
HAFTA,HAFTA,HAFTA,HAFTA,HAFTA,HAFTA,HAFTA,5
GENİŞ,BOYAR,BOYAR,BOYAR,BOYAR,BOYAR,BOYAR,1
GENİŞ,SELEK,KELES,İZMİT,SELEK,SELEK,MELİK,1
GENİŞ,TENİİ,GEDİZ,PEŞİN,TENİİ,DENİZ,SENİT,2
GENİŞ,GEÇİŞ,GEÇİŞ,GENİŞ,TENİT,CENİN,GENİZ,3
GENİŞ,GEÇİŞ,GEVİŞ,GENİŞ,TENİT,GENİŞ,GENİŞ,4
GENİŞ,GENİŞ,GENİŞ,GENİŞ,GENİŞ,GENİŞ,GENİŞ,5
YEMEK,MEHAZ,MEHAZ,MEHAZ,MEHAZ,MEHAZ,MEHAZ,1
YEMEK,SEMİE,GEÇİM,KELEM,SEMİE,NEMSE,SEMER,1
YEMEK,SEMME,KESME,YEMEK,ÇEMEK,KEMER,TEMEK,2
YEMEK,ÇEMEK,DEMEK,YEMEK,ÇEMEK,YEMEK,DEMEK,3
YEMEK,ÇEMEK,TEMEK,YEMEK,YEMEK,YEMEK,YEMEK,4
YEMEK,ÇEMEK,YEMEK,YEMEK,YEMEK,YEMEK,YEMEK,5
BAZEN,İÇKİN,İÇKİN,İÇKİN,İÇKİN,İÇKİN,İÇKİN,1
BAZEN,BARAN,BARAN,SAZAN,BARAN,BARAN,SEMAN,1
BAZEN,BASIN,BASIN,YAZIN,BASIN,BASIN,PATEN,2
BAZEN,BALEN,BALEN,BAZEN,BALEN,BALEN,BALEN,3
BAZEN,BATEN,BAZEN,BAZEN,BATEN,BAZEN,BAZEN,4
BAZEN,BAZEN,BAZEN,BAZEN,BAZEN,BAZEN,BAZEN,5
ZATEN,DÖŞEK,DÖŞEK,DÖŞEK,DÖŞEK,DÖŞEK,DÖŞEK,1
ZATEN,SELEN,SELEN,İÇLEM,SELEN,SELEN,MERET,1
ZATEN,BİMEN,İMREN,PAYET,BİMEN,HİMEN,SATEN,2
ZATEN,BÜZEN,FÜZEN,TANEN,BÜREN,PÜREN,PATEN,3
ZATEN,ÖZZEN,ZATEN,ZATEN,BATEN,BAZEN,ZATEN,4
ZATEN,PATEN,ZATEN,ZATEN,ZAZEN,ZATEN,ZATEN,5
CİDDİ,GROSA,GROSA,GROSA,GROSA,GROSA,GROSA,1
CİDDİ,KELEK,KELEK,MUCİP,KELEK,KELEK,MELİK,1
CİDDİ,DİNİN,HİNDİ,DİLCE,DİNİN,DİZİN,HİNDİ,2
CİDDİ,CİMDİ,ŞİMDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,3
CİDDİ,CİZDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,4
CİDDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,CİDDİ,5
